question_id,section_id,section_title,question_number,question,active,source_document,source_sha256
1.1-Q11,1.1,Tünelin Tanımı,11,"Tünel çözümünün alternatif güzergâh, yarma veya viyadük çözümlerine göre avantaj ve dezavantajları nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.1-Q12,1.1,Tünelin Tanımı,12,Tek tüp ve çift tüp tünel ayrımı nasıl yapılır ve bu ayrım işletmeyi nasıl etkiler?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.1-Q13,1.1,Tünelin Tanımı,13,"Kısa, orta ve uzun tünel sınıflaması hangi uzunluk eşiklerine göre yapılır ve işletme gereksinimlerini nasıl belirler?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.1-Q14,1.1,Tünelin Tanımı,14,"Tünelin yapım, işletme ve bakım aşamalarını kapsayan yaşam döngüsü nasıl tanımlanır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.1-Q15,1.1,Tünelin Tanımı,15,Tünel ile ilgili temel Türkçe–İngilizce terminoloji ve sık karıştırılan terimler nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.1-Q16,1.1,Tünelin Tanımı,16,"Tünelin toplumsal ve ekonomik işlevi (erişilebilirlik, süre kazancı, güvenlik, çevre) nasıl açıklanır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.1-Q17,1.1,Tünelin Tanımı,17,Türkiye'de karayolu tünellerinin ulaşım ağı içindeki yeri ve önemi nedir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q01,1.2,Tünellerin Sınıflandırılması,1,"Tüneller kullanım amacına göre nasıl sınıflandırılır (karayolu, demiryolu, metro, su, enerji, altyapı, madencilik)?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q02,1.2,Tünellerin Sınıflandırılması,2,"Tüneller içinden geçtikleri ortama göre (kaya, yumuşak zemin, su altı) nasıl sınıflandırılır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q03,1.2,Tünellerin Sınıflandırılması,3,"Tüneller yapım yöntemine göre (delme-patlatma/NATM, TBM, aç-kapa, batırma tüp, mikrotünel) nasıl sınıflandırılır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q04,1.2,Tünellerin Sınıflandırılması,4,Tüneller uzunluğa göre nasıl sınıflandırılır ve uzunluk sınıfları hangi güvenlik donanımı gereksinimlerini tetikler?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q05,1.2,Tünellerin Sınıflandırılması,5,"Tüneller örtü kalınlığına/derinliğe göre (sığ, derin) nasıl sınıflandırılır ve bu ayrım tasarımı nasıl etkiler?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q06,1.2,Tünellerin Sınıflandırılması,6,"Tüneller kesit şekline göre (dairesel, at nalı, dikdörtgen, yumurta) nasıl sınıflandırılır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q07,1.2,Tünellerin Sınıflandırılması,7,Kesit şekli seçimi ile zemin koşulları ve yapım yöntemi arasındaki ilişki nedir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q08,1.2,Tünellerin Sınıflandırılması,8,Tek yönlü ve çift yönlü trafikli tüneller nasıl ayrılır ve bu ayrım güvenlik risklerini nasıl değiştirir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q09,1.2,Tünellerin Sınıflandırılması,9,Kentsel ve kent dışı tüneller hangi açılardan farklılaşır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q10,1.2,Tünellerin Sınıflandırılması,10,"Dağ tünelleri, su altı tünelleri ve kentsel sığ tüneller için tipik tasarım ve yapım farkları nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q11,1.2,Tünellerin Sınıflandırılması,11,AB Direktifi 2004/54/EC ve KGM mevzuatında tünel sınıfları ve kategori tanımları nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q12,1.2,Tünellerin Sınıflandırılması,12,Trafik hacmi (YOGT) ve tünel uzunluğuna dayalı sınıflandırma nasıl yapılır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q13,1.2,Tünellerin Sınıflandırılması,13,Tehlikeli madde taşımacılığı açısından tüneller (ADR tünel kategorileri A–E) nasıl sınıflandırılır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q14,1.2,Tünellerin Sınıflandırılması,14,Tünellerin risk sınıflaması hangi ölçütlerle yapılır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q15,1.2,Tünellerin Sınıflandırılması,15,Norveç N500 ve benzeri ulusal standartlarda tünel sınıfları nasıl tanımlanır ve Türkiye uygulamasıyla nasıl karşılaştırılır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q16,1.2,Tünellerin Sınıflandırılması,16,Sınıflandırma sistemleri bakım-işletme organizasyonunu ve maliyet tahminini nasıl etkiler?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.2-Q17,1.2,Tünellerin Sınıflandırılması,17,Türkiye'deki mevcut karayolu tünelleri bu sınıflara göre nasıl dağılır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3-Q01,1.3,Tünellerin Tarihçesi,1,"Tünelciliğin tarihsel gelişimi hangi ana dönemlere ayrılır (antik çağ, sanayi devrimi, modern dönem)?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3-Q02,1.3,Tünellerin Tarihçesi,2,"Antik çağda tüneller hangi amaçlarla (su, madencilik, savunma) ve hangi tekniklerle açılmıştır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3-Q03,1.3,Tünellerin Tarihçesi,3,Barut ve dinamitin tünel kazısına girişi tünelciliği nasıl değiştirmiştir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3-Q04,1.3,Tünellerin Tarihçesi,4,Demiryolu çağı (19. yüzyıl) tünel yapımını nasıl dönüştürmüştür?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3-Q05,1.3,Tünellerin Tarihçesi,5,Kalkan (shield) yönteminin ve Thames Tüneli'nin tarihsel önemi nedir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3-Q06,1.3,Tünellerin Tarihçesi,6,"Püskürtme beton, kaya bulonu ve NATM'nin ortaya çıkışı tünelciliği nasıl etkilemiştir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3-Q07,1.3,Tünellerin Tarihçesi,7,TBM teknolojisinin gelişimi hangi kilometre taşlarından geçmiştir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3-Q08,1.3,Tünellerin Tarihçesi,8,Batırma tüp tünel yönteminin tarihsel gelişimi nasıldır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3-Q09,1.3,Tünellerin Tarihçesi,9,"Tünel havalandırma, aydınlatma ve güvenlik sistemleri tarihsel olarak nasıl gelişmiştir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3-Q10,1.3,Tünellerin Tarihçesi,10,Büyük tünel felaketleri tünel güvenliği mevzuatının gelişimini nasıl etkilemiştir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3-Q11,1.3,Tünellerin Tarihçesi,11,Tünel tarihindeki teknolojik gelişmeler yapım maliyetlerini ve sürelerini nasıl değiştirmiştir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3-Q12,1.3,Tünellerin Tarihçesi,12,Türkiye tünelcilik tarihi dünya tarihçesi içinde nasıl konumlandırılır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.1-Q01,1.3.1,Dünyadaki İlk Tüneller,1,"Bilinen en eski tüneller hangileridir; nerede, ne zaman ve hangi amaçla yapılmıştır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.1-Q02,1.3.1,Dünyadaki İlk Tüneller,2,Babil Fırat altı geçidi ve Kudüs Siloam (Hizkiya) tüneli gibi antik örnekler için kaynaklarda hangi bilgiler yer alır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.1-Q03,1.3.1,Dünyadaki İlk Tüneller,3,Samos Eupalinos Tüneli'nin mühendislik açısından önemi nedir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.1-Q04,1.3.1,Dünyadaki İlk Tüneller,4,"Roma dönemi su kemeri ve yol tünelleri (Furlo, Cocceius) hangi tekniklerle açılmıştır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.1-Q05,1.3.1,Dünyadaki İlk Tüneller,5,Kanal çağı tünelleri (Malpas Tüneli vb.) hangi yenilikleri getirmiştir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.1-Q06,1.3.1,Dünyadaki İlk Tüneller,6,İlk demiryolu tünelleri hangileridir ve yapımlarında hangi sorunlarla karşılaşılmıştır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.1-Q07,1.3.1,Dünyadaki İlk Tüneller,7,"Mont Cenis (Fréjus), Gotthard ve Simplon demiryolu tünellerinin tarihsel önemi nedir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.1-Q08,1.3.1,Dünyadaki İlk Tüneller,8,Thames Tüneli ilk kalkan uygulaması olarak neden önemlidir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.1-Q09,1.3.1,Dünyadaki İlk Tüneller,9,İlk metro tünelleri (Londra) hangi yöntemlerle yapılmıştır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.1-Q10,1.3.1,Dünyadaki İlk Tüneller,10,Dünyanın ilk karayolu tünelleri hangileridir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.1-Q11,1.3.1,Dünyadaki İlk Tüneller,11,"İlk tünellerde kullanılan kazı, aydınlatma ve havalandırma teknikleri nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.1-Q12,1.3.1,Dünyadaki İlk Tüneller,12,"İlk tünellerin yapım süreleri, iş kazaları ve maliyetleri hakkında hangi bilgiler mevcuttur?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.2-Q01,1.3.2,Türkiye'de İlk Tünel,1,Anadolu'da antik dönemden kalan tünel ve yeraltı su yapıları (örneğin Titus Tüneli) hangileridir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.2-Q02,1.3.2,Türkiye'de İlk Tünel,2,Osmanlı döneminde yapılan ilk tüneller hangileridir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.2-Q03,1.3.2,Türkiye'de İlk Tünel,3,İstanbul Tünel (1875) dünya kentsel raylı sistem tarihinde nasıl konumlanır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.2-Q04,1.3.2,Türkiye'de İlk Tünel,4,Anadolu ve Bağdat demiryolu hatlarındaki tüneller (Toros geçişi) hangi koşullarda yapılmıştır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.2-Q05,1.3.2,Türkiye'de İlk Tünel,5,Cumhuriyet döneminde ilk karayolu tünelleri hangileridir ve hangi tekniklerle yapılmıştır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.2-Q06,1.3.2,Türkiye'de İlk Tünel,6,Türkiye'de ilk tünellerin yapımında hangi yabancı ve yerli mühendislik kaynakları kullanılmıştır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.2-Q07,1.3.2,Türkiye'de İlk Tünel,7,Eski Zigana ve Bolu Dağı gibi erken karayolu tünelleri ilk tünel tarihçesi içinde nasıl yer alır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.2-Q08,1.3.2,Türkiye'de İlk Tünel,8,Türkiye'de ilk hidrolik ve su iletim tünelleri hangileridir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.2-Q09,1.3.2,Türkiye'de İlk Tünel,9,"Türkiye'de tünelcilik bilgi birikiminin oluşmasında hangi kurumlar (KGM, DSİ, TCDD) rol oynamıştır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.3.2-Q10,1.3.2,Türkiye'de İlk Tünel,10,Türkiye'de ilk tünellere ilişkin güvenilir arşiv ve belgesel kaynaklar nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q01,1.4,En İyi Tünel Mühendislik Uygulamaları,1,"""En iyi uygulama"" kavramı tünel mühendisliğinde ne anlama gelir ve hangi ölçütlerle belirlenir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q02,1.4,En İyi Tünel Mühendislik Uygulamaları,2,"Dünyadaki en uzun karayolu, demiryolu ve su altı tünelleri hangileridir ve hangi özellikleriyle öne çıkar?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q03,1.4,En İyi Tünel Mühendislik Uygulamaları,3,"Gotthard Baz Tüneli, Lærdal Tüneli, Kanal Tüneli ve Seikan Tüneli gibi projeler hangi mühendislik yeniliklerini içerir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q04,1.4,En İyi Tünel Mühendislik Uygulamaları,4,"Uzun tünellerde güvenlik tasarımında (kaçış galerileri, paralel tüp, havalandırma) hangi en iyi uygulamalar öne çıkar?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q05,1.4,En İyi Tünel Mühendislik Uygulamaları,5,"Zor jeolojide (yüksek örtü, sıkışan zemin, su girişi) başarılı uygulamalar hangi yöntemleri kullanmıştır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q06,1.4,En İyi Tünel Mühendislik Uygulamaları,6,Kentsel tünellerde oturma kontrolü ve yapı koruma için hangi en iyi uygulamalar vardır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q07,1.4,En İyi Tünel Mühendislik Uygulamaları,7,Tünel projelerinde risk yönetimi ve sözleşme yönetimi için uluslararası en iyi uygulamalar (ITIG uygulama kodu vb.) nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q08,1.4,En İyi Tünel Mühendislik Uygulamaları,8,"Tünel tasarım ve yapımında BIM, dijital ikiz ve izleme teknolojileri için örnek uygulamalar nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q09,1.4,En İyi Tünel Mühendislik Uygulamaları,9,Sürdürülebilirlik ve karbon azaltımı için tünel projelerinde hangi uygulamalar (CEEQUAL vb.) benimsenmiştir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q10,1.4,En İyi Tünel Mühendislik Uygulamaları,10,"İşletme ve bakımda (SCADA, olay yönetimi, planlı bakım) örnek uygulamalar hangileridir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q11,1.4,En İyi Tünel Mühendislik Uygulamaları,11,Maliyet ve süre performansı açısından başarılı sayılan tünel projeleri hangileridir ve neden?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q12,1.4,En İyi Tünel Mühendislik Uygulamaları,12,"Norveç, İsviçre, Avusturya ve Japonya gibi ülkelerin tünelcilik yaklaşımlarının ayırt edici özellikleri nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q13,1.4,En İyi Tünel Mühendislik Uygulamaları,13,"Türkiye'de uluslararası ölçekte öne çıkan tünel projeleri (Avrasya, Marmaray, Ovit, Yeni Zigana) hangileridir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q14,1.4,En İyi Tünel Mühendislik Uygulamaları,14,Tünel işletmesinde kalite güvence ve performans göstergeleri için en iyi uygulamalar nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4-Q15,1.4,En İyi Tünel Mühendislik Uygulamaları,15,Uluslararası örneklerden Türkiye uygulamasına aktarılabilecek dersler nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.1-Q01,1.4.1,Dünyada Karayolu Tünelleri,1,"Dünyadaki en uzun karayolu tünelleri hangileridir (uzunluk, ülke, açılış yılı)?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.1-Q02,1.4.1,Dünyada Karayolu Tünelleri,2,Lærdal Tüneli'nin tasarım ve işletme özellikleri nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.1-Q03,1.4.1,Dünyada Karayolu Tünelleri,3,Gotthard Karayolu Tüneli'nin özellikleri ve 2001 yangını sonrasında alınan önlemler nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.1-Q04,1.4.1,Dünyada Karayolu Tünelleri,4,"Alp geçişlerindeki karayolu tünelleri (Mont Blanc, Fréjus, Tauern, Arlberg) hangi özelliklere sahiptir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.1-Q05,1.4.1,Dünyada Karayolu Tünelleri,5,"Su altı karayolu tünelleri (Ryfast, Tokyo Bay Aqua-Line, Øresund) hangi yöntemlerle yapılmıştır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.1-Q06,1.4.1,Dünyada Karayolu Tünelleri,6,Çin'in son dönem uzun karayolu tünel projeleri hangi özellikleriyle öne çıkar?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.1-Q07,1.4.1,Dünyada Karayolu Tünelleri,7,"Kentsel karayolu tünelleri (Boston Big Dig, Madrid M-30, Stockholm) hangi sorunları çözmüştür?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.1-Q08,1.4.1,Dünyada Karayolu Tünelleri,8,Dünyada karayolu tünellerinin sayısı ve toplam uzunluğu hakkında hangi veriler mevcuttur?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.1-Q09,1.4.1,Dünyada Karayolu Tünelleri,9,"Karayolu tünelleri için ülkelere göre tasarım standartları (N500, RABT, RVS, PIARC) nasıl karşılaştırılır?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.1-Q10,1.4.1,Dünyada Karayolu Tünelleri,10,Dünyadaki karayolu tünellerinde km başına tipik yapım maliyetleri hangi aralıktadır?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.1-Q11,1.4.1,Dünyada Karayolu Tünelleri,11,Uzun karayolu tünellerinde işletme organizasyonu nasıl kurulur?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.1-Q12,1.4.1,Dünyada Karayolu Tünelleri,12,Karayolu tünellerinde geçiş ücreti ve finansman modelleri nelerdir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.1-Q13,1.4.1,Dünyada Karayolu Tünelleri,13,Dünya karayolu tünellerinden Türkiye için hangi teknik dersler çıkarılabilir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.2-Q01,1.4.2,Türkiye'de Karayolu Tünelleri,1,"KGM sorumluluğundaki karayolu tünellerinin sayısı, toplam uzunluğu ve bölgelere dağılımı nedir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.2-Q02,1.4.2,Türkiye'de Karayolu Tünelleri,2,Türkiye'nin en uzun karayolu tünelleri hangileridir?,True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.2-Q03,1.4.2,Türkiye'de Karayolu Tünelleri,3,"Ovit Tüneli'nin yapım koşulları, yöntemi ve özellikleri nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
1.4.2-Q04,1.4.2,Türkiye'de Karayolu Tünelleri,4,"Yeni Zigana Tüneli'nin tasarım, yapım ve işletme özellikleri nelerdir?",True,question_bank_v2_draft.md,836a47141e0cd1852b4ae46b0186b98e632957254608b3a4e32faf110dc5c8b9
