document_id,source_relative_path,source_final_markdown,normalized_markdown,source_sha256,normalized_sha256,changed,normalization_status,rule_unicode_normalization_count,rule_whitespace_count,rule_ocr_spacing_count,rule_linebreak_count,rule_hyphenation_count,rule_header_footer_count,rule_replacement_character_count,rule_encoding_cleanup_count,rule_placeholder_count,manual_review_required,review_reason,normalizer_version,processed_at
DOC000049,Literatür ve Araştırmalar/TÜNEL ENVANTER KİTABI 2015.pdf,data/corpus_final/Literatür ve Araştırmalar/TÜNEL ENVANTER KİTABI 2015.md,data/corpus_normalized/Literatür ve Araştırmalar/TÜNEL ENVANTER KİTABI 2015.md,b97724eebaae803188793af74e1fd03b61e00ff07b01d1312551a687c787f320,22e15baf394f26f47864d64133e92c6fb649a580083396ba96ecb2def85e5228,true,normalized,0,48,0,0,0,0,0,0,245,false,,text-normalizer-v1.1,2026-08-16T00:34:49+00:00
DOC000051,Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.pdf,data/corpus_final/Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.md,data/corpus_normalized/Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.md,b501e31e745c648ce2cb25e2374da319500df346728c6b0dfae624925d164aec,668a2fa20a04c4bb658ba9cf4b5c64fa8e7c410db9e8138d00c6c508231a9eed,true,normalized,0,3,0,0,0,0,0,0,0,false,,text-normalizer-v1.1,2026-08-16T00:34:49+00:00
DOC000054,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon  Foto2.jpg,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon  Foto2.md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon  Foto2.md,93644cf4c91bfa612bdc0813fc9fb15422d3fd075ca14d7a8ce04fe2ee34d2c0,b2484adf67bff59abe187679c41bfc5fd569f0f59e9effe42db0e661dd084bb2,true,normalized,0,3,0,0,0,0,0,0,0,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000055,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon Foto1.jpg,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon Foto1.md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon Foto1.md,ed382fdea492f82124cc3e10ae6b2f7268fa0461d2f8509275fb1bce8994351b,ed382fdea492f82124cc3e10ae6b2f7268fa0461d2f8509275fb1bce8994351b,false,unchanged,0,0,0,0,0,0,0,0,0,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000056,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Foto_Kaynak.docx,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Foto_Kaynak.md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Foto_Kaynak.md,c02111a9d1824281222b0219c6f0c0002e1e57679011a5a106975f4d1b1e7649,c02111a9d1824281222b0219c6f0c0002e1e57679011a5a106975f4d1b1e7649,false,unchanged,0,0,0,0,0,0,0,0,0,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000057,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/InvertBetonUygulaması.png,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/InvertBetonUygulaması.md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/InvertBetonUygulaması.md,a9788df4ecf17d0bc5c7c400e58bcc98fffd78b43b7b1024cc8ee5c0ea13109c,a9788df4ecf17d0bc5c7c400e58bcc98fffd78b43b7b1024cc8ee5c0ea13109c,false,unchanged,0,0,0,0,0,0,0,0,0,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000061,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Kullanılan Kaynaklar.docx,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Kullanılan Kaynaklar.md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Kullanılan Kaynaklar.md,671b0589b1f23da1f0ed0ba3c47d23b7090f91175b12736eb94cea53fceea86e,671b0589b1f23da1f0ed0ba3c47d23b7090f91175b12736eb94cea53fceea86e,false,unchanged,0,0,0,0,0,0,0,0,0,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000063,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.pdf,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.md,641f8e03f330b5ec95755b452e3735a62b8be123315551a1cbd3f97b462e951b,68d4dfba10a6bb04be7c2c3afb3b1b868533b5415127e374fedd4a2d60217078,true,normalized,0,468,0,688,0,0,0,0,0,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000066,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/1-NATM-2020.pptx,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/1-NATM-2020.md,data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/1-NATM-2020.md,d963d94b901bbb9bebe039bf25d8338255aa59b0bc68a9883129a4687568ce24,b6b61b411f4394f69da2fce89dc03909c4866cdd36359b5de7a7b4a253890a5d,true,normalized,0,60,0,0,0,0,0,0,45,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
DOC000067,"Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx","data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.md","data/corpus_normalized/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.md",e26492f3180dacffbc41331850f166510574e69c6a1434f0b4d89dc30852d302,96d9176644bf73b0799ca8dd3707bf1e13e7e69f7fd994c46b1150a166cde3e1,true,normalized,0,56,0,0,0,0,0,0,31,false,,text-normalizer-v1.1,2026-08-16T00:34:50+00:00
